# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ADGRL4	ADGRL4	NM_022159.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRV1	ADGRV1	NM_032119.4	protein_coding	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0
ADGRV1	ADGRV1	NR_003149.2		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0
ADPGK	ADPGK	NM_001365223.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPGK	ADPGK	NM_001365224.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPGK	ADPGK	NM_001365225.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPGK	ADPGK	NM_001365226.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPGK	ADPGK	NM_001365227.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPGK	ADPGK	NM_001365228.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPGK	ADPGK	NM_001365229.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPGK	ADPGK	NM_031284.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NM_000680.4	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NM_001322502.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NM_001322503.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NM_001322504.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NM_033302.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NM_033303.4	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NM_033304.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADRA1A	ADRA1A	NR_136343.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADSL	ADSL	NM_000026.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADSL	ADSL	NM_001123378.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADSL	ADSL	NM_001317923.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADSL	ADSL	NM_001363840.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADSL	ADSL	NR_134256.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
AFF1	AFF1	NM_001166693.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFF1	AFF1	NM_001313959.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFF1	AFF1	NM_001313960.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFF1	AFF1	NM_005935.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFF4	AFF4	NM_014423.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFMID	AFMID	NM_001010982.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	AFMID	NM_001145526.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	AFMID	NR_027083.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFP	AFP	NM_001134.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AFP	AFP	NM_001354717.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AGAP3	AGAP3	NM_001042535.4	protein_coding	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
AGAP3	AGAP3	NM_001281300.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AGAP3	AGAP3	NM_001308304.2	protein_coding	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
AGAP3	AGAP3	NM_001308305.2	protein_coding	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
AGAP3	AGAP3	NM_001350102.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AGAP3	AGAP3	NM_001350103.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AGAP3	AGAP3	NM_001350104.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AGAP3	AGAP3	NM_031946.7	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AGBL2	AGBL2.2	NM_024783.4.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AGK	AGK.2	NM_001364948.2.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AGK	AGK.2	NM_018238.4.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AGL	AGL	NM_000028.2	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGL	AGL	NM_000642.3	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGL	AGL	NM_000643.2	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGL	AGL	NM_000644.2	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGL	AGL	NM_000646.2	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGT	AGT	NM_000029.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AHNAK	AHNAK	NM_001346445.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AHNAK	AHNAK	NM_001346446.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AHNAK	AHNAK	NM_001620.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AHNAK	AHNAK	NM_024060.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AHNAK2	AHNAK2	NM_001350929.2	protein_coding	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0
AHNAK2	AHNAK2	NM_138420.4	protein_coding	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0
AJAP1	AJAP1	NM_001042478.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AJAP1	AJAP1	NM_018836.4	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AK9	AK9	NM_001145128.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AK9	AK9	NM_001329602.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AK9	AK9	NM_001329603.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AK9	AK9	NM_145025.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AK9	AK9	NR_138057.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AKNA	AKNA	NM_001317950.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
AKNA	AKNA	NM_001317952.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
AKNA	AKNA	NM_030767.5	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
AKT1S1	AKT1S1	NM_001278160.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ALAS2	ALAS2	NM_000032.5	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ALAS2	ALAS2	NM_001037967.4	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ALAS2	ALAS2	NM_001037968.4	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ALB	ALB	NM_000477.7	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ALG13	ALG13	NM_001099922.3	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ALG13	ALG13	NM_001257230.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ALG13	ALG13	NM_001257231.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ALG13	ALG13	NM_001257234.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ALG13	ALG13	NM_001257237.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ALG13	ALG13	NM_001324292.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ALG13	ALG13	NM_001324293.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ALG13	ALG13	NR_148693.2		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ALMS1	ALMS1	NM_015120.4	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ALOXE3	ALOXE3	NM_001165960.1	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ALOXE3	ALOXE3	NM_001369446.1	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ALOXE3	ALOXE3	NM_021628.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AMBP	AMBP	NM_001633.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NM_001267782.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NM_001267783.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NM_001300731.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NM_001367468.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NM_001367469.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NM_001367470.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NM_001367471.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NM_017749.3	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AMBRA1	AMBRA1	NR_160027.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
AMD1	AMD1	NM_001287214.1	protein_coding	16	4	0	0	0	0	0	0	0	0	0	0	0	8	0	16	0	0	16	16	16	0	0	4	0
AMD1	AMD1	NM_001287215.1	protein_coding	16	4	0	0	0	0	0	0	0	0	0	0	0	8	0	16	0	0	16	16	16	0	0	4	0
AMD1	AMD1	NM_001287216.1	protein_coding	12	4	0	4	0	0	0	0	0	0	0	0	0	8	0	16	0	0	12	12	12	0	0	4	0
AMD1	AMD1	NM_001634.5	protein_coding	16	4	0	0	0	0	0	0	0	0	0	0	0	8	0	16	0	0	16	16	16	0	0	4	0
AMD1	AMD1	NR_109768.1		16	0	0	4	0	0	0	0	0	0	0	0	0	0	0	16	0	12	16	12	16	0	0	0	0
AMOT	AMOT	NM_001113490.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AMOT	AMOT	NM_133265.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AMOTL1	AMOTL1	NM_001301007.2	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0
AMOTL1	AMOTL1	NM_130847.3	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0
AMPD1	AMPD1	NM_000036.2	protein_coding	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
AMPD1	AMPD1	NM_001172626.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AMY2B	AMY2B	NM_020978.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ANAPC1	ANAPC1	NM_022662.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANGPT4	ANGPT4	NM_001322809.2	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANGPT4	ANGPT4	NM_015985.4	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANGPTL6	ANGPTL6	NM_001321411.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ANGPTL6	ANGPTL6	NM_031917.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ANKLE2	ANKLE2	NM_015114.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD13D	ANKRD13D	NM_001347901.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ANKRD13D	ANKRD13D	NM_207354.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ANKRD30A	ANKRD30A	NM_052997.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ANKRD30B	ANKRD30B	NM_001367607.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD30B	ANKRD30B	NR_160272.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD36	ANKRD36	NM_001354587.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ANKRD44	ANKRD44	NM_001195144.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ANKRD44	ANKRD44	NM_001367495.1	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD44	ANKRD44	NM_001367496.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD44	ANKRD44	NM_001367497.1	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD44	ANKRD44	NR_160034.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ANKS1B	ANKS1B	NM_001352185.1	protein_coding	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
ANKS1B	ANKS1B	NM_001352186.1	protein_coding	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
ANKS1B	ANKS1B	NM_001352187.1	protein_coding	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
ANKS1B	ANKS1B	NM_001352188.1	protein_coding	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
ANKS1B	ANKS1B	NM_152788.4	protein_coding	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
ANPEP	ANPEP	NM_001150.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AP1G1	AP1G1	NM_001030007.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AP1G1	AP1G1	NM_001128.6	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
APBA2	APBA2.2	NM_001130414.1.3	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_001353788.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_001353789.2.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_001353790.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_001353791.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_001353792.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_001353793.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_001353794.2.3	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_001353795.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APBA2	APBA2.2	NM_005503.3.3	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
APCS	APCS	NM_001639.4	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APMAP	APMAP	NM_020531.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APOB	APOB	NM_000384.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
APOE	APOE	NM_000041.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
APOE	APOE	NM_001302688.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
APOE	APOE	NM_001302689.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
APOE	APOE	NM_001302690.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
APOE	APOE	NM_001302691.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
APOL4	APOL4	NM_030643.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
APOL4	APOL4	NM_145660.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
APP	APP	NM_000484.4	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_001136016.3	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_001136129.3	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_001136130.3	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_001136131.2	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_001204301.2	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_001204302.2	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_001204303.2	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_201413.3	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APP	APP	NM_201414.3	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
APPL1	APPL1	NM_012096.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARAP3	ARAP3	NM_022481.6	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGFX	ARGFX	NM_001012659.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP10	ARHGAP10	NM_024605.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP28	ARHGAP28	NM_001010000.3	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ARHGAP28	ARHGAP28	NM_001366230.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ARHGAP28	ARHGAP28	NM_001366231.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ARHGAP30	ARHGAP30	NM_001025598.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ARHGAP30	ARHGAP30	NM_001287600.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ARHGAP30	ARHGAP30	NM_001287602.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ARHGAP30	ARHGAP30	NM_181720.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ARHGAP40	ARHGAP40	NM_001164431.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ARHGAP42	ARHGAP42	NM_001367945.1	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP42	ARHGAP42	NM_152432.4	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP45	ARHGAP45	NM_001258328.3	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0
ARHGAP45	ARHGAP45	NM_001282334.1	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0
ARHGAP45	ARHGAP45	NM_001282335.2	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0
