NP_001355814	NM_001368885
NP_001357344	NM_001370415
NP_065906	NM_020855
NP_001094386	NM_001100916
NP_001186224	NM_001199295
NP_775749	NM_173478
NP_001335853	NM_001348924
NP_699194	NM_153363
NP_955378	NM_199346
NP_036528	NM_012396
NP_001137305	NM_001143833
NP_660151	NM_145168
NP_001001411	NM_001001411
NP_001341926	NM_001354997
NP_001787	NM_001796
NP_001357345	NM_001370416
NP_113665	NM_031477
NP_981950	NM_203405
NP_001309991	NM_001323062
NP_653233	NM_144632
NP_001356635	NM_001369706
NP_859014	NM_181686
NP_001357314	NM_001370385
NP_001131146	NM_001137674
NP_612459	NM_138450
NP_006396	NM_006405
NP_001138343	NM_001144871
NP_001138411	NM_001144939
NP_001003665	NM_001003665
NP_001013681	NM_001013659
NP_001177407	NM_001190478
NP_036492	NM_012360
NP_001357187	NM_001370258
NP_001129158	NM_001135686
NP_695021	NM_153289
NP_001357084	NM_001370155
NP_001025168	NM_001029997
NP_001092142	NM_001098672
NP_001340812	NM_001353883
NP_001073992	NM_001080523
NP_597731	NM_133474
NP_991108	NM_205545
NP_001291923	NM_001304994
NP_001245272	NM_001258343
NP_001306041	NM_001319112
NP_001340559	NM_001353630
NP_001340998	NM_001354069
NP_001138876	NM_001145404
NP_001305062	NM_001318133
NP_001154484	NM_001161012
NP_001341139	NM_001354210
NP_001123487	NM_001130015
NP_001103408	NM_001109938
NP_001245270	NM_001258341
NP_001340798	NM_001353869
NP_001310870	NM_001323941
NP_001292009	NM_001305080
NP_775957	NM_173686
NP_001310872	NM_001323943
NP_001269653	NM_001282724
NP_001333370	NM_001346441
NP_001159510	NM_001166038
NP_001317600	NM_001330671
NP_001317608	NM_001330679
NP_001252528	NM_001265599
NP_001271276	NM_001284347
NP_001340565	NM_001353636
NP_001192230	NM_001205301
NP_001333010	NM_001346081
NP_001339038	NM_001352109
NP_001335611	NM_001348682
NP_001171652	NM_001184723
NP_001335702	NM_001348773
NP_001308882	NM_001321953
NP_001306887	NM_001319958
NP_689582	NM_152369
NP_001230579	NM_001243650
NP_001341789	NM_001354860
NP_001171674	NM_001184745
NP_001316593	NM_001329664
NP_659466	NM_145029
NP_001306604	NM_001319675
NP_001263278	NM_001276349
NP_001311207	NM_001324278
NP_001263277	NM_001276348
NP_001165438	NM_001171967
NP_001272478	NM_001285549
NP_001258809	NM_001271880
NP_001252526	NM_001265597
NP_001309754	NM_001322825
NP_001171871	NM_001184942
NP_001121686	NM_001128214
NP_001340810	NM_001353881
NP_001339042	NM_001352113
NP_056072	NM_015257
NP_001091884	NM_001098414
NP_001243752	NM_001256823
NP_001035252	NM_001040162
NP_001139121	NM_001145649
NP_001310261	NM_001323332
NP_001278808	NM_001291879
NP_001338235	NM_001351306
NP_996743	NM_206861
NP_001341760	NM_001354831
NP_001337338	NM_001350409
NP_060751	NM_018281
NP_060126	NM_017656
NP_001305809	NM_001318880
NP_001269844	NM_001282915
NP_001123504	NM_001130032
NP_001340102	NM_001353173
NP_001340107	NM_001353178
NP_001338599	NM_001351670
NP_001171872	NM_001184943
NP_001340268	NM_001353339
NP_001095867	NM_001102397
NP_001291201	NM_001304272
NP_001339041	NM_001352112
NP_001308430	NM_001321501
NP_001288757	NM_001301828
NP_899634	NM_183397
NP_001304143	NM_001317214
NP_001257863	NM_001270934
NP_001335640	NM_001348711
NP_001137543	NM_001144071
NP_001288636	NM_001301707
NP_001184163	NM_001197234
NP_001306043	NM_001319114
NP_001273755	NM_001286826
NP_001154482	NM_001161010
NP_001340117	NM_001353188
NP_775897	NM_173626
NP_001284549	NM_001297620
NP_001340734	NM_001353805
NP_001008901	NM_001008901
NP_001295309	NM_001308380
NP_039268	NM_013974
NP_001292010	NM_001305081
NP_001306608	NM_001319679
NP_877592	NM_182791
NP_001306111	NM_001319182
NP_001121680	NM_001128208
NP_001287793	NM_001300864
NP_001291926	NM_001304997
NP_001293011	NM_001306082
NP_001349706	NM_001362777
NP_001182471	NM_001195542
NP_612420	NM_138411
NP_001337817	NM_001350888
NP_001317151	NM_001330222
NP_001339258	NM_001352329
NP_001311203	NM_001324274
NP_001180269	NM_001193340
NP_001151733	NM_001158261
NP_001337819	NM_001350890
NP_001271197	NM_001284268
NP_001011554	NM_001011554
NP_001335206	NM_001348277
NP_001304167	NM_001317238
NP_001340808	NM_001353879
NP_001003395	NM_001003395
NP_001309750	NM_001322821
NP_001308440	NM_001321511
NP_001311058	NM_001324129
NP_001284539	NM_001297610
NP_001309268	NM_001322339
NP_001278955	NM_001292026
NP_647538	NM_139322
NP_001191227	NM_001204298
NP_001308429	NM_001321500
NP_001264022	NM_001277093
NP_001291202	NM_001304273
NP_001120873	NM_001127401
NP_001263323	NM_001276394
NP_940903	NM_198501
NP_001308604	NM_001321675
NP_001306039	NM_001319110
NP_001035188	NM_001040099
NP_001072119	NM_001078651
NP_001124469	NM_001130997
NP_001273752	NM_001286823
NP_001273172	NM_001286243
NP_699162	NM_153331
NP_001287880	NM_001300951
NP_942582	NM_198881
NP_001311205	NM_001324276
NP_001193976	NM_001207047
NP_001297268	NM_001310339
NP_001340811	NM_001353882
NP_001191287	NM_001204358
NP_001269897	NM_001282968
NP_001014842	NM_001014842
NP_001340317	NM_001353388
NP_008928	NM_006997
NP_001337820	NM_001350891
NP_001292008	NM_001305079
NP_001291967	NM_001305038
NP_001339029	NM_001352100
NP_001316583	NM_001329654
NP_001269649	NM_001282720
NP_788850	NM_176677
NP_001340111	NM_001353182
NP_001159821	NM_001166349
NP_001284481	NM_001297552
NP_001164224	NM_001170753
NP_001276010	NM_001289081
NP_067034	NM_021211
NP_001291716	NM_001304787
NP_079116	NM_024840
NP_001164195	NM_001170724
NP_001340347	NM_001353418
NP_001317105	NM_001330176
NP_001307752	NM_001320823
NP_001308433	NM_001321504
NP_001337334	NM_001350405
NP_001309755	NM_001322826
NP_001129334	NM_001135862
NP_001308272	NM_001321343
NP_001290036	NM_001303107
NP_001350534	NM_001363605
NP_001317957	NM_001331028
NP_001278806	NM_001291877
NP_001231776	NM_001244847
NP_001268763	NM_001281834
NP_001310867	NM_001323938
NP_001337552	NM_001350623
NP_001306082	NM_001319153
NP_001340711	NM_001353782
NP_001341782	NM_001354853
NP_001336277	NM_001349348
NP_001340120	NM_001353191
NP_061829	NM_018956
NP_001308442	NM_001321513
NP_001353183	NM_001366254
NP_001294905	NM_001307976
NP_001273622	NM_001286693
NP_775920	NM_173649
NP_001310869	NM_001323940
NP_001243895	NM_001256966
NP_991402	NM_205833
NP_001152850	NM_001159378
NP_001308428	NM_001321499
NP_009150	NM_007219
NP_001269843	NM_001282914
NP_001258540	NM_001271611
NP_001290041	NM_001303112
NP_001287902	NM_001300973
NP_001340105	NM_001353176
NP_001339912	NM_001352983
NP_114476	NM_032087
NP_940896	NM_198494
NP_001333371	NM_001346442
NP_001316591	NM_001329662
NP_001305267	NM_001318338
NP_001277716	NM_001290787
NP_001340318	NM_001353389
NP_001305449	NM_001318520
NP_001340119	NM_001353190
NP_001265461	NM_001278532
NP_001291964	NM_001305035
NP_001308255	NM_001321326
NP_001340737	NM_001353808
NP_542117	NM_080550
NP_001273479	NM_001286550
NP_001308274	NM_001321345
NP_001349367	NM_001362438
NP_001275763	NM_001288834
NP_001337333	NM_001350404
NP_001310873	NM_001323944
NP_001161295	NM_001167823
NP_001297267	NM_001310338
NP_001316659	NM_001329730
NP_001006616	NM_001006615
NP_001308273	NM_001321344
NP_001309403	NM_001322474
NP_872360	NM_182554
NP_001340388	NM_001353459
NP_001336285	NM_001349356
NP_001291389	NM_001304460
NP_001340297	NM_001353368
NP_001275928	NM_001288999
NP_001338237	NM_001351308
NP_001340715	NM_001353786
NP_001317243	NM_001330314
NP_001258138	NM_001271209
NP_787034	NM_175840
NP_001263324	NM_001276395
NP_001339907	NM_001352978
NP_001290042	NM_001303113
NP_003825	NM_003834
NP_001350391	NM_001363462
NP_001308697	NM_001321768
NP_001296403	NM_001309474
NP_001248768	NM_001261839
NP_001340301	NM_001353372
NP_659418	NM_144981
NP_001265249	NM_001278320
NP_001291318	NM_001304389
NP_001340714	NM_001353785
NP_001316660	NM_001329731
NP_001152852	NM_001159380
NP_001177276	NM_001190347
NP_001309265	NM_001322336
NP_001340713	NM_001353784
NP_001341788	NM_001354859
NP_001009998	NM_001009998
NP_114398	NM_032009
NP_001277012	NM_001290083
NP_001339739	NM_001352810
NP_001309404	NM_001322475
NP_001035500	NM_001040410
NP_001338601	NM_001351672
NP_001339741	NM_001352812
NP_001340735	NM_001353806
NP_001304924	NM_001317995
NP_001350407	NM_001363478
NP_001332928	NM_001345999
NP_001308431	NM_001321502
NP_848699	NM_178584
NP_001153068	NM_001159596
NP_001096069	NM_001102599
NP_001013276	NM_001013258
NP_001337339	NM_001350410
NP_001337934	NM_001351005
NP_859017	NM_181689
NP_001317314	NM_001330385
NP_001191150	NM_001204221
NP_001308443	NM_001321514
NP_001308883	NM_001321954
NP_835225	NM_178124
NP_001119531	NM_001126059
NP_001271137	NM_001284208
NP_001288073	NM_001301144
NP_001317442	NM_001330513
NP_001229770	NM_001242841
NP_001317166	NM_001330237
NP_001230352	NM_001243423
NP_001269842	NM_001282913
NP_001010863	NM_001010863
NP_877950	NM_182798
NP_940874	NM_198472
NP_001273173	NM_001286244
NP_001273707	NM_001286778
NP_001332922	NM_001345993
NP_001317492	NM_001330563
NP_001278889	NM_001291960
NP_001177636	NM_001190707
NP_001295353	NM_001308424
NP_001290469	NM_001303540
NP_001291928	NM_001304999
NP_001303894	NM_001316965
NP_001339173	NM_001352244
NP_001310865	NM_001323936
NP_114480	NM_032091
NP_001243897	NM_001256968
NP_001035880	NM_001042415
NP_001095869	NM_001102399
NP_001271263	NM_001284334
NP_001317425	NM_001330496
NP_001243470	NM_001256541
NP_001308444	NM_001321515
NP_001275702	NM_001288773
NP_001287950	NM_001301021
NP_001317617	NM_001330688
NP_114036	NM_031848
NP_001336275	NM_001349346
NP_001171527	NM_001178056
NP_001290040	NM_001303111
NP_001335837	NM_001348908
NP_055242	NM_014427
NP_001339259	NM_001352330
NP_001135863	NM_001142391
NP_689992	NM_152779
NP_001305265	NM_001318336
NP_001317039	NM_001330110
NP_078965	NM_024689
NP_001335207	NM_001348278
NP_001317411	NM_001330482
NP_079056	NM_024780
NP_001354103	NM_001367174
NP_001311204	NM_001324275
NP_001340260	NM_001353331
NP_001137455	NM_001143983
NP_001303893	NM_001316964
NP_689424	NM_152238
NP_001180268	NM_001193339
NP_001333459	NM_001346530
NP_001350614	NM_001363685
NP_001274167	NM_001287238
NP_001350650	NM_001363721
NP_001311206	NM_001324277
NP_001306607	NM_001319678
NP_001291965	NM_001305036
NP_001245263	NM_001258334
NP_001278807	NM_001291878
NP_001309752	NM_001322823
NP_060374	NM_017904
NP_001317222	NM_001330293
NP_001243898	NM_001256969
NP_001184169	NM_001197240
NP_001290157	NM_001303228
NP_001287923	NM_001300994
NP_001295086	NM_001308157
NP_001138996	NM_001145524
NP_001350616	NM_001363687
NP_001180271	NM_001193342
NP_001311209	NM_001324280
NP_001305810	NM_001318881
NP_001277014	NM_001290085
NP_001099037	NM_001105567
NP_001229771	NM_001242842
NP_001317713	NM_001330784
NP_001273704	NM_001286775
NP_001307537	NM_001320608
NP_001310608	NM_001323679
NP_001339046	NM_001352117
NP_001303829	NM_001316900
NP_001273934	NM_001287005
NP_001291314	NM_001304385
NP_001158187	NM_001164715
NP_055820	NM_015005
NP_001309399	NM_001322470
NP_001308275	NM_001321346
NP_001094379	NM_001100909
NP_001243349	NM_001256420
NP_001316581	NM_001329652
NP_001273414	NM_001286485
NP_001340103	NM_001353174
NP_001308607	NM_001321678
NP_001338598	NM_001351669
NP_071769	NM_022374
NP_001354102	NM_001367173
NP_009083	NM_007152
NP_001273415	NM_001286486
NP_001185968	NM_001199039
NP_001316525	NM_001329596
NP_001335838	NM_001348909
NP_001184167	NM_001197238
NP_001252517	NM_001265588
NP_001287986	NM_001301057
NP_001356626	NM_001369697
NP_001278516	NM_001291587
NP_001273678	NM_001286749
NP_001258538	NM_001271609
NP_001340709	NM_001353780
NP_001317117	NM_001330188
NP_001316577	NM_001329648
NP_001309756	NM_001322827
NP_001258882	NM_001271953
NP_001273389	NM_001286460
NP_612637	NM_138570
NP_001340560	NM_001353631
NP_001339260	NM_001352331
NP_998798	NM_213633
NP_114481	NM_032092
NP_001334863	NM_001347934
NP_001339045	NM_001352116
NP_001309266	NM_001322337
NP_001287906	NM_001300977
NP_001340849	NM_001353920
NP_001308881	NM_001321952
NP_001271324	NM_001284395
NP_001271277	NM_001284348
NP_001269899	NM_001282970
NP_001335839	NM_001348910
NP_001268764	NM_001281835
NP_001278890	NM_001291961
NP_001276051	NM_001289122
NP_001154481	NM_001161009
NP_001295312	NM_001308383
NP_001337335	NM_001350406
NP_001139137	NM_001145665
NP_001276119	NM_001289190
NP_001287965	NM_001301036
NP_001337859	NM_001350930
NP_001304976	NM_001318047
NP_001305811	NM_001318882
NP_001271195	NM_001284266
NP_001177720	NM_001190791
NP_001340716	NM_001353787
NP_001138777	NM_001145305
NP_001309264	NM_001322335
NP_113683	NM_031495
NP_001291968	NM_001305039
NP_201575	NM_033318
NP_001257867	NM_001270938
NP_079151	NM_024875
NP_001316579	NM_001329650
NP_001340562	NM_001353633
NP_001340708	NM_001353779
NP_510961	NM_078476
NP_001093146	NM_001099676
NP_001309304	NM_001322375
NP_001308427	NM_001321498
NP_001291962	NM_001305033
NP_001165214	NM_001171743
NP_001030593	NM_001035516
NP_001106869	NM_001113398
NP_001310486	NM_001323557
NP_001316534	NM_001329605
NP_001353278	NM_001366349
NP_001273590	NM_001286661
NP_001308432	NM_001321503
NP_001334931	NM_001348002
NP_065136	NM_020403
NP_001316584	NM_001329655
NP_001273517	NM_001286588
NP_001037852	NM_001044387
NP_001310483	NM_001323554
NP_001264057	NM_001277128
NP_787035	NM_175841
NP_001245271	NM_001258342
NP_001316576	NM_001329647
NP_001309302	NM_001322373
NP_001273081	NM_001286152
NP_001098669	NM_001105199
NP_001303268	NM_001316339
NP_001138987	NM_001145515
NP_001072118	NM_001078650
NP_001308463	NM_001321534
NP_001073159	NM_001079691
NP_001276117	NM_001289188
NP_001305836	NM_001318907
NP_061145	NM_018675
NP_001243753	NM_001256824
NP_001317393	NM_001330464
NP_001284675	NM_001297746
NP_001278515	NM_001291586
NP_001340319	NM_001353390
NP_001309401	NM_001322472
NP_001341000	NM_001354071
NP_001334148	NM_001347219
NP_001123620	NM_001130148
NP_001289968	NM_001303039
NP_001310484	NM_001323555
NP_001276121	NM_001289192
NP_001339743	NM_001352814
NP_001340809	NM_001353880
NP_001292011	NM_001305082
NP_001243101	NM_001256172
NP_001269587	NM_001282658
NP_001308305	NM_001321376
NP_001339169	NM_001352240
NP_001278257	NM_001291328
NP_001317167	NM_001330238
NP_001291966	NM_001305037
NP_001305300	NM_001318371
NP_001120871	NM_001127399
NP_001273937	NM_001287008
NP_001274183	NM_001287254
NP_653262	NM_144661
NP_001284552	NM_001297623
NP_001304977	NM_001318048
NP_003763	NM_003772
NP_001306083	NM_001319154
NP_001106881	NM_001113410
NP_001340114	NM_001353185
NP_001275672	NM_001288743
NP_001276916	NM_001289987
NP_001273705	NM_001286776
NP_001287983	NM_001301054
NP_001265220	NM_001278291
NP_001287814	NM_001300885
NP_001334817	NM_001347888
NP_001334936	NM_001348007
NP_001309256	NM_001322327
NP_001292006	NM_001305077
NP_001177278	NM_001190349
NP_073621	NM_022784
NP_851938	NM_181341
NP_001306044	NM_001319115
NP_001265462	NM_001278533
NP_001306040	NM_001319111
NP_001244063	NM_001257134
NP_001287901	NM_001300972
NP_001309355	NM_001322426
NP_001289755	NM_001302826
NP_001295081	NM_001308152
NP_001291969	NM_001305040
NP_689930	NM_152717
NP_001340387	NM_001353458
NP_001129710	NM_001136238
NP_001161938	NM_001168466
NP_001161413	NM_001167941
NP_001278805	NM_001291876
NP_001317246	NM_001330317
NP_061957	NM_019084
NP_001275513	NM_001288584
NP_001341762	NM_001354833
NP_001306112	NM_001319183
NP_001284681	NM_001297752
NP_001159508	NM_001166036
NP_001316658	NM_001329729
NP_001139122	NM_001145650
NP_001157019	NM_001163547
NP_001336288	NM_001349359
NP_001339048	NM_001352119
NP_001272415	NM_001285486
NP_001317567	NM_001330638
NP_001336296	NM_001349367
NP_001020775	NM_001025604
NP_001275737	NM_001288808
NP_001106188	NM_001112717
NP_001275545	NM_001288616
NP_775101	NM_173078
NP_001308425	NM_001321496
NP_851937	NM_181340
NP_001012774	NM_001012756
NP_001166246	NM_001172775
NP_940847	NM_198445
NP_001274110	NM_001287181
NP_001106834	NM_001113363
NP_001333924	NM_001346995
NP_001316589	NM_001329660
NP_001309794	NM_001322865
NP_001335086	NM_001348157
NP_001138868	NM_001145396
NP_001268765	NM_001281836
NP_001335209	NM_001348280
NP_001229799	NM_001242870
NP_001186018	NM_001199089
NP_001165335	NM_001171864
NP_001304846	NM_001317917
NP_001293117	NM_001306188
NP_001191801	NM_001204872
NP_001191802	NM_001204873
NP_001308434	NM_001321505
NP_001122103	NM_001128631
NP_001337064	NM_001350135
NP_001340386	NM_001353457
NP_001185967	NM_001199038
NP_001304975	NM_001318046
NP_001077393	NM_001083924
NP_001171705	NM_001184776
NP_689995	NM_152782
NP_001274320	NM_001287391
NP_001317717	NM_001330788
NP_001273488	NM_001286559
NP_588616	NM_133375
NP_777604	NM_174944
NP_001316578	NM_001329649
NP_001153350	NM_001159878
NP_001341761	NM_001354832
NP_001305065	NM_001318136
NP_001181934	NM_001195005
NP_001243894	NM_001256965
NP_001164193	NM_001170722
NP_001308565	NM_001321636
NP_001182472	NM_001195543
NP_001295167	NM_001308238
NP_955777	NM_199483
NP_001350745	NM_001363816
NP_001307534	NM_001320605
NP_001340807	NM_001353878
NP_001334801	NM_001347872
NP_078986	NM_024710
NP_001333842	NM_001346913
NP_001340999	NM_001354070
NP_660292	NM_145249
NP_001317443	NM_001330514
NP_001316588	NM_001329659
NP_001340383	NM_001353454
NP_001350903	NM_001363974
NP_001337124	NM_001350195
NP_001288008	NM_001301079
NP_001244237	NM_001257308
NP_001123991	NM_001130519
NP_001161046	NM_001167574
NP_115268	NM_032097
NP_001164194	NM_001170723
NP_001289937	NM_001303008
NP_001317607	NM_001330678
NP_001292017	NM_001305088
NP_872431	NM_182625
NP_001153586	NM_001160114
NP_001182121	NM_001195192
NP_001191376	NM_001204447
NP_001265460	NM_001278531
NP_001307402	NM_001320473
NP_001316585	NM_001329656
NP_001287905	NM_001300976
NP_001306594	NM_001319665
NP_955751	NM_199464
NP_001305066	NM_001318137
NP_001337821	NM_001350892
NP_001310874	NM_001323945
NP_001308609	NM_001321680
NP_001340115	NM_001353186
NP_787036	NM_175842
NP_775743	NM_173472
NP_001310487	NM_001323558
NP_942583	NM_198882
NP_001139641	NM_001146169
NP_001230462	NM_001243533
NP_001309305	NM_001322376
NP_543020	NM_080830
NP_001308320	NM_001321391
NP_659461	NM_145024
NP_001305266	NM_001318337
NP_001317721	NM_001330792
NP_001292015	NM_001305086
NP_001306038	NM_001319109
NP_001309153	NM_001322224
NP_001284550	NM_001297621
NP_001288074	NM_001301145
NP_001305769	NM_001318840
NP_001340314	NM_001353385
NP_060759	NM_018289
NP_001317071	NM_001330142
NP_671735	NM_147202
NP_001307107	NM_001320178
NP_001180453	NM_001193524
NP_001017987	NM_001017987
NP_001265221	NM_001278292
NP_001307754	NM_001320825
NP_001317115	NM_001330186
NP_001310482	NM_001323553
NP_001277042	NM_001290113
NP_056268	NM_015453
NP_001275733	NM_001288804
NP_001159820	NM_001166348
NP_001351984	NM_001365055
NP_001288637	NM_001301708
NP_001254795	NM_001267866
NP_001127848	NM_001134376
NP_001243208	NM_001256279
NP_060185	NM_017715
NP_001350545	NM_001363616
NP_001128583	NM_001135111
NP_001230131	NM_001243202
NP_001308461	NM_001321532
NP_001273589	NM_001286660
NP_001308437	NM_001321508
NP_001316843	NM_001329914
NP_001180452	NM_001193523
NP_001333844	NM_001346915
NP_001276053	NM_001289124
NP_001340320	NM_001353391
NP_001157016	NM_001163544
NP_001338607	NM_001351678
NP_055516	NM_014701
NP_001138231	NM_001144759
NP_001340475	NM_001353546
NP_001074293	NM_001080824
NP_001336290	NM_001349361
NP_001316586	NM_001329657
NP_001288756	NM_001301827
NP_996742	NM_206860
NP_001019245	NM_001024074
NP_001273706	NM_001286777
NP_001308441	NM_001321512
NP_001308324	NM_001321395
NP_001287948	NM_001301019
NP_001340118	NM_001353189
NP_001316587	NM_001329658
NP_689630	NM_152417
NP_001230200	NM_001243271
NP_001276120	NM_001289191
NP_001290467	NM_001303538
NP_001343301	NM_001356372
NP_001340813	NM_001353884
NP_001339202	NM_001352273
NP_001340109	NM_001353180
NP_001035255	NM_001040165
NP_001309402	NM_001322473
NP_001138550	NM_001145078
NP_001275671	NM_001288742
NP_001310868	NM_001323939
NP_001295018	NM_001308089
NP_001350206	NM_001363277
NP_001291200	NM_001304271
NP_001186880	NM_001199951
NP_001271329	NM_001284400
NP_001333029	NM_001346100
NP_001308304	NM_001321375
NP_001288092	NM_001301163
NP_001339201	NM_001352272
NP_001308605	NM_001321676
NP_001333845	NM_001346916
NP_001340848	NM_001353919
NP_079137	NM_024861
NP_001287792	NM_001300863
NP_001338940	NM_001352011
NP_113684	NM_031496
NP_001318029	NM_001331100
NP_001307753	NM_001320824
NP_001333922	NM_001346993
NP_001305812	NM_001318883
NP_001305301	NM_001318372
NP_001316592	NM_001329663
NP_001339738	NM_001352809
NP_001349929	NM_001363000
NP_660284	NM_145241
NP_001316582	NM_001329653
NP_001287842	NM_001300913
NP_001271198	NM_001284269
