NM_002495	O43181	NDUFS4
NM_000779	P13584	CYP4B1
NM_032311	Q9BY77	POLDIP3
NM_138769	Q8IXI1	RHOT2
NM_014685	Q15011	HERPUD1
NM_001136219	P12318	FCGR2A
NM_017726	Q9NXH3	PPP1R14D
NM_004139	P18428	LBP
NM_014603	Q86X02	CDR2L
NM_018011	Q9NWB6	ARGLU1
NM_015848	Q01546	KRT76
NM_015622	P86790/P86791	CCZ1B/CCZ1
NM_001252078	Q9Y4E8	USP15
NM_006194	P55771	PAX9
NM_016125	Q5M7Z0	RNFT1
NM_001100829	Q5T4T1	TMEM170B
NM_024294	Q9H6K1	ILRUN
NM_001098845	Q5VT79	ANXA8L1
NM_032663	Q70CQ3	USP30
NM_152670	Q96LM6	TEX37
NM_004616	P19075	TSPAN8
NM_001161415	Q13304	GPR17
NM_000206	P31785	IL2RG
NM_001368128	A0A075B767	PPIAL4H
NM_000450	P16581	SELE
NM_001098790	Q9NPA3	MID1IP1
NM_201628	Q674X7	KAZN
NM_004578	P20338	RAB4A
NM_213595	Q9H1K1	ISCU
NM_006599	O94916	NFAT5
NM_012234	Q8N488	RYBP
NM_080670	Q96G79	SLC35A4
NM_020319	Q8IV38	ANKMY2
NM_001077657	Q147U7	SMCO1
NM_032961	Q9P2E7	PCDH10
NM_007362	P52298	NCBP2
NM_004995	P50281	MMP14
NM_203407	Q86X51	EZHIP
NM_020637	Q9HCT0	FGF22
NM_032829	Q5U5X8	FAM222A
NM_001077690	Q9H6U8	ALG9
NM_000863	P28222	HTR1B
NM_000523	P35453	HOXD13
NM_001256054	Q96LT7	C9orf72
NM_001370062	Q5T6F2	UBAP2
NM_052850	Q8TAE8	GADD45GIP1
NM_002821	Q13308	PTK7
NM_014562	P32242	OTX1
NM_001006935	Q96EI5	TCEAL4
NM_000355	P20062	TCN2
NM_001039885	Q9H9S5	FKRP
NM_002986	P51671	CCL11
NM_016338	Q9UI26	IPO11
NM_002213	P18084	ITGB5
NM_002193	P09529	INHBB
NM_005615	Q93091	RNASE6
NM_012387	Q9UM07	PADI4
NM_024534	Q9H9K5	ERVMER34-1
NM_001137674	A6NHJ4	ZNF860
NM_001395167	Q9BQW3	EBF4
NM_006813	Q12796	PNRC1
NM_006601	Q15185	PTGES3
NM_001127453	O60443	GSDME
NM_022661	Q9NY87	SPANXC
NM_007022	O14569	CYB561D2
NM_001001976	O95260	ATE1
NM_001001964	Q8NH01	OR2T11
NM_153274	Q8NFU0	BEST4
NM_013236	Q9UBB4	ATXN10
NM_005983	Q13309	SKP2
NM_023940	Q9BPW5	RASL11B
NM_001069	Q13885	TUBB2A
NM_021138	Q12933	TRAF2
NM_001270517	Q8N2Z9	CENPS
NM_000566	P12314	FCGR1A
NM_015954	Q9Y315	DERA
NM_016257	Q9UM19	HPCAL4
NM_018685	Q9NQW6	ANLN
NM_002182	Q9NPH3	IL1RAP
NM_014742	Q92544	TM9SF4
NM_001569	P51617	IRAK1
NM_024757	Q9H9B1	EHMT1
NM_198253	O14746	TERT
NM_014697	O75052	NOS1AP
NM_001351745	P32321	DCTD
NM_007129	O95409	ZIC2
NM_005226	Q99500	S1PR3
NM_006565	P49711	CTCF
NM_018924	Q9Y5G1	PCDHGB3
NM_033222	O75475	PSIP1
NM_019037	Q9NPD3	EXOSC4
NM_173467	Q8IVS2	MCAT
NM_001146182	A8MUX0	KRTAP16-1
NM_014070	Q6UXA7	C6orf15
NM_152672	Q86UW1	SLC51A
NM_001001551	Q5T6J7	IDNK
NM_006981	Q92570	NR4A3
NM_001372327	Q99808	SLC29A1
NM_024814	Q75N03	CBLL1
NM_001753	Q03135	CAV1
NM_032852	Q96DT6	ATG4C
NM_001354199	Q15032	R3HDM1
NM_001293798	Q9UBX2	DUX4
NM_003251	Q92748	THRSP
NM_000044	P10275	AR
NM_002719	Q13362	PPP2R5C
NM_003747	O95271	TNKS
NM_177924	Q13510	ASAH1
NM_152383	Q8IYB7	DIS3L2
NM_021958	Q14774	HLX
NM_001377454	O15156	ZBTB7B
NM_018950	P30511	HLA-F
NM_004306	P27216	ANXA13
NM_153236	Q8NHV1	GIMAP7
NM_001045556	Q13239	SLA
NM_024505	Q96PH1	NOX5
NM_153756	Q8NAU1	FNDC5
NM_005792	Q99547	MPHOSPH6
NM_006469	Q9Y6Y0	IVNS1ABP
NM_012396	Q9Y5J5	PHLDA3
NM_001130090	Q9H069	DRC3
NM_014795	O60315	ZEB2
NM_003338	P51668	UBE2D1
NM_001098418	A1L429	GAGE12E
NM_005438	P15407	FOSL1
NM_001896	P19784	CSNK2A2
NM_007104	P62906	RPL10A
NM_001123041	P41597	CCR2
NM_018053	Q9H6D3	XKR8
NM_001282933	Q9BYN7	ZNF341
NM_001004297	Q8NGR1	OR13A1
NM_001365896	E9PAV3	NACA
NM_144633	Q96L42	KCNH8
NM_033213	Q9BS34	ZNF670
NM_001174044	P38567	SPAM1
NM_173860	P31275	HOXC12
NM_000546	P04637	TP53
NM_001098173	Q9NQW5	PRDM7
NM_002945	P27694	RPA1
NM_152279	Q52M93	ZNF585B
NM_032012	Q9H330	TMEM245
NM_003800	O60942	RNGTT
NM_012413	Q16769	QPCT
NM_002413	Q99735	MGST2
NM_152396	Q8TCB7	METTL6
NM_020201	Q9NPB1	NT5M
NM_000432	P10916	MYL2
NM_001134888	A6NKG5	RTL1
NM_080869	Q8WWY7	WFDC12
NM_001324377	Q8IYT2	CMTR2
NM_019606	Q7L2J0	MEPCE
NM_006445	Q6P2Q9	PRPF8
NM_020362	Q9GZP4	PITHD1
NM_001099	P15309	ACP3
NM_020701	Q9ULR0	ISY1
NM_020402	Q9GZZ6	CHRNA10
NM_001144	Q9UKV5	AMFR
NM_001113528	A6NJ78	METTL15
NM_001377952	Q15777	MPPED2
NM_014293	O95502	NPTXR
NM_021211	Q49AG3	ZBED5
NM_002505	P23511	NFYA
NM_001143818	P05120	SERPINB2
NM_001190880	Q5T013	HYI
NM_003927	Q9UBB5	MBD2
NM_012089	Q9NRK6	ABCB10
NM_020759	Q9P2P6	STARD9
NM_024527	Q96I13	ABHD8
NM_004360	P12830	CDH1
NM_001087	Q13685	AAMP
NM_018018	Q969I6	SLC38A4
NM_001889	Q08257	CRYZ
NM_021950	P11836	MS4A1
NM_182797	Q15147	PLCB4
NM_001393376	Q9P232	CNTN3
NM_022658	P31273	HOXC8
NM_001561	Q07011	TNFRSF9
NM_001252657	A8MPX8	PP2D1
NM_032130	Q8IYM0	FAM186B
NM_175737	Q86Z14	KLB
NM_152336	Q96MI9	AGBL1
NM_004918	O95988	TCL1B
NM_006949	Q15833	STXBP2
NM_016559	Q8IYB4	PEX5L
NM_003798	Q9UBT7	CTNNAL1
NM_001002755	Q9UMS0	NFU1
NM_022804	Q9Y675	SNURF
NM_001395277	A0A2R8YFL7	OOSP4A
NM_032993	Q9NY12	GAR1
NM_001199954	P63261	ACTG1
NM_006602	Q9UL49	TCFL5
NM_002468	Q99836	MYD88
NM_007002	Q16186	ADRM1
NM_033238	P29590	PML
NM_015904	O60841	EIF5B
NM_001555	Q8N6C5	IGSF1
NM_000453	Q92911	SLC5A5
NM_030811	Q9BYN8	MRPS26
NM_015342	Q96BP3	PPWD1
NM_001966	Q08426	EHHADH
NM_033109	Q8TCS8	PNPT1
NM_001145536	Q6ZR85	C17orf107
NM_001012708	Q6L8H2	KRTAP5-3
NM_001172705	P78344	EIF4G2
NM_032860	Q96GA3	LTV1
NM_014278	O95757	HSPA4L
NM_020711	Q8TAM6	ERMN
NM_003978	O43586	PSTPIP1
NM_176813	Q8TD06	AGR3
NM_144574	Q8TBZ3	WDR20
NM_003954	Q99558	MAP3K14
NM_001314044	O95760	IL33
NM_001329057	P02741	CRP
NM_014793	O60294	LCMT2
NM_003647	P52429	DGKE
NM_001164377	Q86SM5	MRGPRG
NM_004254	Q8TCC7	SLC22A8
NM_004753	O75911	DHRS3
NM_001308491	M5A8F1	ERVH48-1
NM_002504	Q12986	NFX1
NM_001787	P21127	CDK11B
NM_024110	Q9BXL6	CARD14
NM_201540	Q9UN36	NDRG2
NM_001297599	Q7Z3K6	MIER3
NM_152441	Q8N1E6	FBXL14
NM_006056	Q9HB89	NMUR1
NM_001123376	A0PK05	TMEM72
NM_000493	Q03692	COL10A1
NM_001105677	P0DTE5	UGT2A2
NM_201403	Q70IA8	MOB3C
NM_172230	Q86TM6	SYVN1
NM_001018050	Q9Y535	POLR3H
NM_012290	Q9UKI8	TLK1
NM_021785	Q9Y5P3	RAI2
NM_014367	Q96A26	FAM162A
NM_001101320	A8MV23	SERPINE3
NM_181624	A1A580	KRTAP23-1
NM_000890	P48544	KCNJ5
NM_025215	Q9Y606	PUS1
NM_001323079	A0A1B0GWH4	HSFX3
NM_032136	Q9H0I9	TKTL2
NM_001384995	A6NMB9	FIGNL2
NM_001395245	Q3KNV8	PCGF3
NM_173538	Q8NA66	CNBD1
NM_001199938	P0CF75	EBLN1
NM_001142308	Q5VYJ5	MALRD1
NM_177937	Q8NBJ4	GOLM1
NM_001010879	Q3SY52	ZIK1
NM_198392	O43680	TCF21
NM_024052	Q8IVV7	GID4
NM_001270686	Q8TAC2	JOSD2
NM_080474	Q96P63	SERPINB12
NM_012336	Q9UHQ1	NARF
NM_173156	Q92540	SMG7
NM_003007	P04279	SEMG1
NM_006183	P30990	NTS
NM_001200049	Q8IYW2	CFAP46
NM_001384288	O95447	LCA5L
NM_080822	Q8WZ82	OVCA2
NM_001005204	Q8NH10	OR8U1
NM_002967	Q15424	SAFB
NM_015302	O94927	HAUS5
NM_015117	Q8IXZ2	ZC3H3
NM_001142641	Q9HCM7	FBRSL1
NM_002891	Q13972	RASGRF1
NM_017905	Q6UWJ1	TMCO3
NM_001387280	P12319	FCER1A
NM_001080850	Q5VVM6	CCDC30
NM_182767	Q9H2J7	SLC6A15
NM_198488	Q6ZRV2	FAM83H
NM_030916	Q96NY8	NECTIN4
NM_031293	Q8TBY8	PMFBP1
NM_004974	P16389	KCNA2
NM_001129908	Q9UFP1	GASK1A
NM_000179	P52701	MSH6
NM_001008216	Q14376	GALE
NM_001004712	Q8NGD5	OR4K14
NM_003830	O15389	SIGLEC5
NM_002033	P22083	FUT4
NM_145175	Q96KN4	LRATD1
NM_198149	Q96DD7	SHISA4
NM_001099271	Q8NA72	POC5
NM_152263	P06753	TPM3
NM_002231	P27701	CD82
NM_001145137	Q92523	CPT1B
NM_001039580	Q49MG5	MAP9
NM_032279	Q4VNC1	ATP13A4
NM_004182	Q9UBK9	UXT
NM_000078	P11597	CETP
NM_001364172	Q8N966	ZDHHC22
NM_004818	Q9BUQ8	DDX23
NM_001004341	Q6ZN32	ETV3L
NM_182647	P41146	OPRL1
NM_015261	P42695	NCAPD3
NM_019612	Q6NXR0	IRGC
NM_018059	Q96JH8	RADIL
NM_001204859	Q15369	ELOC
NM_033033	Q9NSB4	KRT82
NM_007370	P40937	RFC5
NM_201400	Q96G04	EEF2KMT
NM_001002925	Q8NGF4	OR5AP2
NM_153025	Q96N06	SPATA33
NM_152467	Q6JEL2	KLHL10
NM_014754	P48651	PTDSS1
NM_001102601	A0A0D9SF12	CCDC163
NM_001170	O14520	AQP7
NM_001378591	P98170	XIAP
NM_025193	Q9H2F3	HSD3B7
NM_004554	Q14934	NFATC4
NM_138456	Q8N1L9	BATF2
NM_001242559	O95819	MAP4K4
NM_181774	Q495N2	SLC36A3
NM_001037161	Q86TX2	ACOT1
NM_005502	O95477	ABCA1
NM_003417	O43296	ZNF264
NM_006652	P49223	SPINT3
NM_032611	O75365	PTP4A3
NM_003819	Q13310	PABPC4
NM_145265	Q96BQ5	CCDC127
NM_001304548	Q6ZTR5	CFAP47
NM_024012	P47898	HTR5A
NM_031485	Q9BQ67	GRWD1
NM_005549	Q16322	KCNA10
NM_001014980	Q5T7M4	C1QTNF12
NM_006515	Q53H47	SETMAR
NM_001365536	Q15858	SCN9A
NM_000989	P62888	RPL30
NM_024627	Q7L3V2	RTL10
NM_003597	O14901	KLF11
NM_032802	Q8TCT8	SPPL2A
NM_003318	P33981	TTK
NM_022776	Q9BXB4	OSBPL11
NM_033402	Q9C099	LRRCC1
NM_001396025	A0A494C0Y3	FAM246A
NM_016290	Q96RL1	UIMC1
NM_001278267	P0DPF2	NBPF20
NM_001312	P52943	CRIP2
NM_001393974	P0DKL9	ARL14EPL
NM_001278563	Q96A83	COL26A1
NM_001002914	Q693B1	KCTD11
NM_001393342	Q9P126	CLEC1B
NM_133509	O15315	RAD51B
NM_001316897	Q96E40	SPACA9
NM_001329922	P0DP23/P0DP24/P0DP25	CALM1/CALM2/CALM3
NM_032567	Q9BXG8	SPZ1
NM_001145784	Q96FH0	BORCS8
NM_003204	Q14494	NFE2L1
NM_001190462	A0A1B0GVM6	C11orf97
NM_002807	Q99460	PSMD1
NM_014056	Q9Y241	HIGD1A
NM_001369564	P57771	RGS8
NM_014315	Q9Y2U9	KLHDC2
NM_003608	Q8IYL9	GPR65
NM_007124	P46939	UTRN
NM_001370641	O43749	OR1F1
NM_181846	P10073	ZSCAN22
NM_001171183	A8MZ26	EFCAB9
NM_005912	P32245	MC4R
NM_004873	Q9UL15	BAG5
NM_001194958	B7U540	KCNJ18
NM_001243721	P0CW00	TSPY8
NM_018006	O75648	TRMU
NM_005683	Q9Y2T6	GPR55
NM_001004751	Q8NGF3	OR51D1
NM_054105	Q9NZP2	OR6C2
NM_005508	P51679	CCR4
NM_005475	Q9UQQ2	SH2B3
NM_006715	Q9NTJ4	MAN2C1
NM_033100	Q96JP9	CDHR1
NM_005643	Q15544	TAF11
NM_152706	Q8TBZ9	TEX47
NM_017773	Q8IWV1	LAX1
NM_001084393	A6NHG4	DDTL
NM_004787	O94813	SLIT2
NM_006651	O14810	CPLX1
NM_001436	P22087	FBL
NM_002485	O60934	NBN
NM_001018024	P56277	CMC4
NM_133639	Q96L33	RHOV
NM_000481	P48728	AMT
NM_001142504	Q92502	STARD8
NM_003975	Q9NP31	SH2D2A
NM_001300816	Q8TBK6	ZCCHC10
NM_018423	Q6J9G0	STYK1
NM_174907	Q9NY27	PPP4R2
NM_003071	Q14527	HLTF
NM_004134	P38646	HSPA9
NM_018337	Q8N0Y2	ZNF444
NM_014012	O75628	REM1
NM_032236	Q86UV5	USP48
NM_031937	Q9BXI6	TBC1D10A
NM_004579	Q12851	MAP4K2
NM_178352	Q5T752	LCE1D
NM_001010923	Q8N1K5	THEMIS
NM_015092	Q96Q15	SMG1
NM_001348129	A0A0U1RRE5	NBDY
NM_015490	Q9NQW1	SEC31B
NM_004896	O75436	VPS26A
NM_001431	O43491	EPB41L2
NM_004706	Q92888	ARHGEF1
NM_001161352	Q12791	KCNMA1
NM_152721	Q6PKX4	DOK6
NM_006331	Q92979	EMG1
NM_001256686	Q8NEV1	CSNK2A3
NM_024640	Q86U90	YRDC
NM_002187	P29460	IL12B
NM_018848	Q9NPJ1	MKKS
NM_016359	Q9BXS6	NUSAP1
NM_015547	Q8WXI4	ACOT11
NM_001025231	Q5T749	KPRP
NM_052906	Q5R3F8	ELFN2
NM_001043229	A8MUP2	CSKMT
NM_001008223	Q86Z23	C1QL4
NM_001969	P55010	EIF5
NM_001102667	P25789	PSMA4
NM_001024660	O60229	KALRN
NM_001162536	Q96E39	RBMXL1
NM_001039479	O15033	AREL1
NM_001319658	Q9BVJ7	DUSP23
NM_001098483	A2VDF0	FUOM
NM_144963	Q658Y4	FAM91A1
NM_138801	Q96C23	GALM
NM_207317	Q6S9Z5	ZNF474
NM_024649	Q8NFJ9	BBS1
NM_001885	P02511	CRYAB
NM_006597	P11142	HSPA8
NM_198546	Q7Z572	SPATA21
NM_019116	O14562	UBFD1
NM_001001414	Q6ZVX7	NCCRP1
NM_001110556	P21333	FLNA
NM_001005920	Q96S16	JMJD8
NM_014949	Q7Z7F0	KHDC4
NM_021004	Q9BTZ2	DHRS4
NM_152783	Q8N465	D2HGDH
NM_017553	Q9ULG1	INO80
NM_001256699	Q8N7X2	STPG3
NM_015125	Q96RK0	CIC
NM_000885	P13612	ITGA4
NM_003863	O94777	DPM2
NM_181886	P61077	UBE2D3
NM_001366508	Q6NW40	RGMB
NM_001315494	A0A1B0GTQ4	MYMX
NM_001008784	Q6Q8B3	CD200R1L
NM_080749	Q9BR09	NEURL2
NM_000496	P43320	CRYBB2
NM_001364886	P49802	RGS7
NM_001190482	Q92824	PCSK5
NM_016486	Q5SWH9	TMEM69
NM_007108	Q15370	ELOB
NM_002828	P17706	PTPN2
NM_001143764	Q8N0S2	SYCE1
NM_153015	Q96NL1	TMEM74
NM_004192	O95671	ASMTL
NM_002729	Q03014	HHEX
NM_182507	Q6KB66	KRT80
NM_001146339	A6NLU5	VSTM2B
NM_001348762	Q9NWW7	C2orf42
NM_001883	Q13324	CRHR2
NM_020632	Q9HBG4	ATP6V0A4
NM_005881	O14874	BCKDK
NM_001170905	B4DX44	ZNF736
NM_194313	Q5T7B8	KIF24
NM_030627	Q17RY0	CPEB4
NM_018159	Q96G61	NUDT11
NM_003761	Q9BV40	VAMP8
NM_145259	Q8NER5	ACVR1C
NM_001378233	P07911	UMOD
NM_152654	Q8N907	DAND5
NM_007121	P55055	NR1H2
NM_001037172	Q8TE99	PXYLP1
NM_000967	P39023	RPL3
NM_004186	Q13275	SEMA3F
NM_001134	P02771	AFP
NM_001242535	O43934	MFSD11
NM_001660	P18085	ARF4
NM_152271	Q17RB8	LONRF1
NM_013341	Q9NTK5	OLA1
NM_017754	Q6BDS2	UHRF1BP1
NM_015042	O15014	ZNF609
NM_007198	O94903	PLPBP
NM_001011547	Q2M3M2	SLC5A9
NM_003350	Q15819	UBE2V2
NM_033105	Q9UF47	DNAJC5B
NM_000554	O43186	CRX
NM_001386811	A0A1B0GVZ2	FAM240B
NM_152667	Q8TBE9	NANP
NM_001008860	Q8N8Q9	NIPA2
NM_001134493	Q96B49	TOMM6
NM_181703	P36382	GJA5
NM_022078	Q96I76	GPATCH3
NM_005534	P38484	IFNGR2
NM_005877	Q15459	SF3A1
NM_016146	Q9Y296	TRAPPC4
NM_014438	Q9NZH7	IL36B
NM_004654	O00507	USP9Y
NM_015714	P27469	G0S2
NM_003195	Q15560	TCEA2
NM_030954	Q96K19	RNF170
NM_213599	Q75V66	ANO5
NM_003480	Q13361	MFAP5
NM_001127219	Q96QU6	ACCS
NM_153712	Q8NG68	TTL
NM_001788	Q16181	SEPTIN7
NM_014587	P57073	SOX8
NM_033360	P01116	KRAS
NM_000203	P35475	IDUA
NM_006737	P43630	KIR3DL2
NM_006918	O75845	SC5D
NM_184234	Q14498	RBM39
NM_024835	Q9H3C7	GGNBP2
NM_001382495	P0DUD3/P0DUD4/A0A494C0Z2	SPDYE14/SPDYE15/SPDYE13
NM_015913	O95881	TXNDC12
NM_002514	P48745	CCN3
NM_030794	Q9H7E2	TDRD3
NM_018307	Q8IXI2	RHOT1
NM_181599	Q8IUC0	KRTAP13-1
NM_025063	Q5TGP6	MROH9
NM_001330213	O75716	STK16
NM_000414	P51659	HSD17B4
NM_017970	Q9H7Z3	NRDE2
NM_006045	O75110	ATP9A
NM_030808	Q9GZM8	NDEL1
NM_003665	O75636	FCN3
NM_020897	Q9P1Z3	HCN3
NM_001190472	P0CJ70	MTRNR2L3
NM_030819	Q3B7J2	GFOD2
NM_181537	Q7Z3Y8	KRT27
NM_018697	Q9NS86	LANCL2
NM_000999	P63173	RPL38
NM_001277323	F8WFD2	NPIPA3
NM_017528	O43709	BUD23
NM_000263	P54802	NAGLU
NM_001243	P28908	TNFRSF8
NM_152494	Q5T197	DCST1
NM_001352496	P08243	ASNS
NM_001083909	Q86SQ6	ADGRA1
NM_207341	P60852	ZP1
NM_015902	O95071	UBR5
NM_012244	Q9UHI5	SLC7A8
NM_001198815	E2RYF6	MUC22
NM_005777	P78332	RBM6
NM_006622	Q9NYY3	PLK2
NM_004595	P52788	SMS
NM_015533	Q3LXA3	TKFC
NM_001128928	P49441	INPP1
NM_001037317	Q32ZL2	PLPPR5
NM_001375285	P37840	SNCA
NM_003082	Q16533	SNAPC1
NM_020798	Q9P2H5	USP35
NM_001079910	Q96JM4	LRRIQ1
NM_015091	Q9Y4F4	TOGARAM1
NM_024503	Q5T1R4	HIVEP3
NM_001033080	Q9P1P5	TAAR2
NM_030806	Q9H246	C1orf21
NM_003311	Q53GA4	PHLDA2
NM_001040663	P0DTW1	GAGE1
NM_181688	P60014	KRTAP10-10
NM_003326	P23510	TNFSF4
NM_173475	Q8IWE4	DCUN1D3
NM_001517	Q92759	GTF2H4
NM_024296	Q9BUN5	CCDC28B
NM_001385638	A6NJL1	ZSCAN5B
NM_006731	O75072	FKTN
NM_003705	O75746	SLC25A12
NM_001126044	P43115	PTGER3
NM_145068	Q8NET8	TRPV3
NM_001031713	Q96AQ8	MCUR1
NM_032286	Q9BTT4	MED10
NM_001005502	P14384	CPM
NM_001318796	O60603	TLR2
NM_138444	Q96CX2	KCTD12
NM_003765	O60499	STX10
NM_006498	P05162	LGALS2
NM_001257134	Q96I36	COX14
NM_003940	Q92995	USP13
NM_002541	Q02218	OGDH
NM_002616	O15534	PER1
NM_173537	Q86UP8	GTF2IRD2
NM_001375898	Q8NEF3	CCDC112
NM_001145805	A1A4Y4	IRGM
NM_001168401	Q9BXY8	BEX2
NM_152362	Q8WVP5	TNFAIP8L1
NM_001257305	P0C5Y4	KRTAP1-4
NM_030764	Q96LA5	FCRL2
NM_014924	Q6ZNE5	ATG14
NM_016256	Q9UK23	NAGPA
NM_030824	Q9H7R0	ZNF442
NM_001098527	O75678	RFPL2
NM_004257	Q8WUH2	TGFBRAP1
NM_001280542	Q92784	DPF3
NM_007224	O95158	NXPH4
NM_001378599	A0A5F9ZHS7	NFILZ
NM_023936	P82930	MRPS34
NM_001360452	P22061	PCMT1
NM_000245	P08581	MET
NM_153045	Q5VZI3	TMEM268
NM_001143831	P41594	GRM5
NM_001349253	Q9UI33	SCN11A
NM_032648	Q9BTA0	FAM167B
NM_182497	Q6A162	KRT40
NM_022142	Q96BH3	ELSPBP1
NM_001122853	Q8TDC0	MYOZ3
NM_001148	Q01484	ANK2
NM_194318	Q6Y288	B3GLCT
NM_181711	Q7Z6J2	TAMALIN
NM_014927	Q8WXI2	CNKSR2
NM_020175	Q96G46	DUS3L
NM_198381	Q9UKW6	ELF5
NM_002715	P67775	PPP2CA
NM_206862	O95359	TACC2
NM_013246	Q9UBD9	CLCF1
NM_178548	Q6VUC0	TFAP2E
NM_138704	Q96MG7	NSMCE3
NM_033438	Q96A28	SLAMF9
NM_001137675	P0C7T5	ATXN1L
NM_015526	Q96DZ5	CLIP3
NM_006403	Q14511	NEDD9
NM_001005270	Q96R67	OR4C12
NM_033347	Q9Y2U2	KCNK7
NM_001244710	Q06210	GFPT1
NM_001005471	Q8NHC8	OR2T6
NM_016579	Q9NPF0	CD320
NM_019089	Q9Y543	HES2
NM_001001954	Q8NGI9	OR5A2
NM_130759	Q8WWP7	GIMAP1
NM_001145524	P61236	YPEL3
NM_004882	Q86X95	CIR1
NM_005285	P48145	NPBWR1
NM_001001794	Q8NEG7	DENND6B
NM_144567	Q5VTE6	ANGEL2
NM_183075	Q7Z449	CYP2U1
NM_031966	P14635	CCNB1
NM_001004742	Q8NGP4	OR5M3
NM_030797	Q9H0Q0	CYRIA
NM_018915	Q9Y5H1	PCDHGA2
NM_025130	Q2TB90	HKDC1
NM_144572	Q9UPU7	TBC1D2B
NM_198174	Q8TE85	GRHL3
NM_001034173	Q3SY69	ALDH1L2
NM_014859	Q17R89	ARHGAP44
NM_000430	P43034	PAFAH1B1
NM_004733	O00400	SLC33A1
NM_000788	P27707	DCK
NM_024518	Q9BZM4	ULBP3
NM_015464	Q6X4U4	SOSTDC1
NM_001136213	Q6S545	POTEH
NM_025191	Q9BZQ6	EDEM3
NM_080743	Q8WXF0	SRSF12
NM_033260	Q9C009	FOXQ1
NM_001001658	Q8NGT5	OR9A2
NM_001164425	A6NE82	MBD3L3
NM_001136262	Q96GX2	ATXN7L3B
NM_173165	Q12968	NFATC3
NM_024529	Q6P1J9	CDC73
NM_024658	Q8TEX9	IPO4
NM_000639	P48023	FASLG
NM_015388	Q9GZM5	YIPF3
NM_001177997	Q8N4B1	PHETA1
NM_198582	Q0D2K2	KLHL30
NM_001020	P62249	RPS16
NM_024537	Q9HA77	CARS2
NM_018989	Q9P2N5	RBM27
NM_001375783	O15254	ACOX3
NM_000551	P40337	VHL
NM_006346	Q8WXW3	PIBF1
NM_014455	Q9Y4L5	RNF115
NM_016196	Q9Y4C8	RBM19
NM_004749	Q969Z0	TBRG4
NM_173615	A6NCI4	VWA3A
NM_005873	P49795	RGS19
NM_152903	Q86V97	KBTBD6
NM_012207	P31942	HNRNPH3
NM_002933	P07998	RNASE1
NM_001317029	Q8TF45	ZNF418
NM_025249	Q9H0B3	IQCN
NM_005276	P21695	GPD1
NM_024789	Q14CX5	MFSD13A
NM_001352	Q10586	DBP
NM_032728	Q8NBV4	PLPP7
NM_005599	Q02577	NHLH2
NM_197968	Q9UBW7	ZMYM2
NM_019016	Q2M2I5	KRT24
NM_014600	Q9NZN3	EHD3
NM_002793	P20618	PSMB1
NM_005999	Q99598	TSNAX
NM_001282860	Q3T8J9	GON4L
NM_001198754	O14610	GNGT2
NM_145178	Q8N100	ATOH7
NM_001258400	A6NFU0	FAM187A
NM_001396070	A6NK02	TRIM75P
NM_032701	Q86Y97	KMT5C
NM_178354	Q5T754	LCE1F
NM_152275	Q86WT1	TTC30A
NM_152266	Q9BTP7	FAAP24
NM_022158	Q9H479	FN3K
NM_177400	Q9C056	NKX6-2
NM_021213	Q9UKL6	PCTP
NM_001003793	Q6XE24	RBMS3
NM_001350994	A0A1B0GUA5	SMIM32
NM_006371	O75718	CRTAP
NM_212543	O60513	B4GALT4
NM_012213	O95822	MLYCD
NM_001393334	Q9UHD4	CIDEB
NM_001143988	Q5VWK0	NBPF6
NM_181507	Q9UPZ3	HPS5
NM_001014446	Q56VL3	OCIAD2
NM_015321	Q6UUV9	CRTC1
NM_005544	P35568	IRS1
NM_001385619	Q9ULD9	ZNF608
NM_030779	Q9H252	KCNH6
NM_178839	Q86UE6	LRRTM1
NM_014432	Q9UHF4	IL20RA
NM_032487	Q9BYD9	ACTRT3
NM_005923	Q99683	MAP3K5
NM_012128	Q14CN2	CLCA4
NM_001362828	P21964	COMT
NM_033416	Q96G21	IMP4
NM_001369257	P31327	CPS1
NM_139312	Q96TA2	YME1L1
NM_005379	Q9UBC5	MYO1A
NM_001206943	O95196	CSPG5
NM_013337	Q9Y584	TIMM22
NM_001095	P78348	ASIC1
NM_020387	P57735	RAB25
NM_017623	Q8NE01	CNNM3
NM_145060	Q96BD8	SKA1
NM_014143	Q9NZQ7	CD274
NM_001128918	P27448	MARK3
NM_000418	P24394	IL4R
NM_020765	Q5T4S7	UBR4
NM_002591	P35558	PCK1
NM_001363538	A6NFQ2	TCAF2
NM_001977	Q07075	ENPEP
NM_001365411	Q9ULH7	MRTFB
NM_002496	O00217	NDUFS8
NM_206831	Q96FX2	DPH3
NM_001010851	Q5HY98	ZNF766
NM_000133	P00740	F9
NM_007280	O43482	OIP5
NM_022167	Q9H1B5	XYLT2
NM_001001520	Q7Z4V5	HDGFL2
NM_001161344	Q96EP1	CHFR
NM_138691	Q8TDI8	TMC1
NM_001385624	P50052	AGTR2
NM_003121	Q01892	SPIB
NM_025015	O43301	HSPA12A
NM_004158	O60542	PSPN
NM_004071	P49759	CLK1
NM_198923	Q8TDS7	MRGPRD
NM_000465	Q99728	BARD1
NM_003816	Q13443	ADAM9
NM_001159773	Q8WVQ1	CANT1
NM_182519	P59827	BPIFB4
NM_173849	P56915	GSC
NM_015653	Q9H4K1	RIBC2
NM_002063	P23416	GLRA2
